"Sample","Traverse","hc.nm.","Pmax.µN.","S.µN.nm.","A.nm.2.","hmax.nm.","heff.nm.","Er.GPa.","E.GPa.","H.GPa.","A","hf.nm.","m","X.mm.","Y.mm.","PERCENTDIST","ABSDIST","Drift.nm.s.","Species","Macaca"
"MacacaF","BuccalCusp",320.575352,15082.20128,158.156396,3303488.647,392.15652,392.097284,77.096592,77.48822605,4.565537,4.169963,237.161925,1.624698,-53.637503,6.9985,91.93438045,679.7994189,-0.120101,"Macaca mulatta","Macaca"
"MacacaF","BuccalCusp",321.368683,15474.30566,162.772822,3318418.207,391.895179,392.668849,79.168272,79.72485799,4.663157,4.093207,237.43841,1.632855,-53.649503,7.015,94.69301065,700.1978292,-0.095553,"Macaca mulatta","Macaca"
"MacacaF","BuccalCusp",273.242891,21135.17591,141.050411,2470446.89,388.12099,385.623861,79.50994,80.09456462,8.555204,5.229378,156.62076,1.528304,-53.660003,7.032,97.39103222,720.1480751,-1.874061,"Macaca mulatta","Macaca"
"MacacaF","BuccalCusp",321.194985,16434.28444,159.015499,3315146.692,397.810474,398.707639,77.378964,77.792571,4.957333,5.066185,234.845281,1.585506,-53.671503,7.0475,100,739.4398218,-0.100493,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",322.220101,13934.08731,152.330001,3334476.301,393.085363,390.824876,73.910554,74.06536761,4.178793,2.578544,235.085886,1.702567,-55.382503,4.854,91.7905145,899.2566375,0.275639,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",323.252929,13647.27385,146.696083,3354005.024,397.156292,393.026131,70.969458,70.92365629,4.068949,3.0152,237.799631,1.668547,-55.363503,4.849,89.7852676,879.611562,0.155813,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",329.973985,14033.64969,150.47765,3482403.068,399.943123,399.919504,71.444255,71.42967629,4.029875,2.389291,240.362611,1.71087,-55.325003,4.838,85.69828508,839.5720636,0.133682,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",318.80659,14842.11889,153.374726,3270317.134,395.171505,391.384319,75.143893,75.3879668,4.538434,3.302687,231.078585,1.656559,-55.286003,4.8275,81.57578285,799.1845844,0.078867,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",315.005313,15591.03833,155.15537,3199562.93,389.55644,390.370276,76.852201,77.22494731,4.872865,6.060462,234.153723,1.554601,-55.267503,4.822,79.60605588,779.8874919,0.082537,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",323.4839,15036.30633,164.034457,3358379.591,392.231975,392.233051,79.305813,79.87365769,4.47725,3.137032,238.039307,1.682134,-55.228503,4.8115,75.48355235,739.5,0.058606,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",325.67148,15035.45632,157.550964,3399945.881,396.546906,397.245732,75.704185,75.98981503,4.422263,3.186501,238.026684,1.668397,-55.209503,4.806,73.46464819,719.7211265,0.084821,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",318.875015,15142.20085,157.821745,3271597.429,391.440442,390.833734,77.30752,77.71555235,4.628381,6.09799,241.094396,1.56068,-55.190003,4.8005,71.39657032,699.4605064,0.06359,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",324.377668,16067.31063,161.795626,3375332.896,398.87082,398.857326,78.026711,78.49133052,4.760215,4.479596,238.726566,1.612495,-55.171003,4.7955,69.39132191,679.8154161,0.012847,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",321.398786,15124.5234,159.571257,3318985.342,391.546777,392.485477,77.604486,78.03575762,4.556972,7.243136,247.001917,1.534924,-55.132503,4.7845,65.30434139,639.7759373,0.016388,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",317.162385,16019.36575,162.740625,3239623.423,391.115608,390.9886,80.109412,80.74380408,4.944823,3.785701,229.354496,1.64204,-55.112503,4.7795,63.20074872,619.1673845,0.01886,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",321.345139,15785.05135,167.475053,3317974.685,392.593837,392.035002,81.460753,82.21001224,4.757436,3.465646,235.010174,1.66599,-55.094003,4.7735,61.21737622,599.7366089,0.091383,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",324.670298,14932.57474,168.999586,3380892.374,390.45939,390.939283,81.433818,82.18075137,4.416755,2.742755,239.526959,1.713611,-55.074503,4.769,59.17660197,579.7434778,-0.00681,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",332.064967,14807.43082,162.50589,3522814.059,399.516796,400.404478,76.711253,77.07316085,4.203296,2.608464,244.426079,1.711803,-55.055503,4.7625,57.13042967,559.6974629,0.061668,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",320.423458,15437.89575,162.197997,3300633.806,390.688067,391.807952,79.10094,79.65202838,4.677252,7.473936,245.989745,1.532037,-54.978003,4.742,48.94820396,479.5375376,0.004437,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",321.142607,15637.35115,167.396884,3314160.491,390.325192,391.203729,81.469571,82.21959201,4.718345,2.222114,228.650709,1.74012,-54.959003,4.7365,46.92929654,459.7586323,-0.006117,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",322.052526,15112.70046,164.886537,3331312.872,390.791704,390.79389,80.040965,80.66963778,4.53656,1.479509,225.197782,1.80673,-54.939503,4.731,44.86121836,439.4980091,-0.012287,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",323.706279,14512.84003,161.292403,3362593.981,391.157778,391.190115,77.931229,78.38827573,4.315966,3.751891,242.576347,1.65166,-54.920003,4.7255,42.79314192,419.2374029,-0.035415,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",321.872235,15340.27605,164.424226,3327910.984,391.743466,391.844936,79.857329,80.47070454,4.609581,3.700491,237.60454,1.65322,-54.900503,4.7205,40.7387206,399.1105737,-0.02427,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",322.979515,14862.37162,162.912549,3348830.056,393.174584,391.401369,78.875625,79.40838334,4.438079,2.329189,233.504522,1.730772,-54.862503,4.7095,36.70091436,359.5528473,-0.019199,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",323.691969,15017.12998,162.925119,3362322.721,392.222846,392.82095,78.72328,79.24370289,4.466296,2.925369,236.871179,1.691943,-54.843503,4.704,34.68203223,339.7741897,-0.000302,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",322.906611,15514.89666,165.096048,3347450.818,392.871961,393.38784,79.949252,80.57027635,4.634839,3.280206,236.164508,1.673034,-54.823503,4.699,32.57840698,319.1653177,0.026543,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",326.406961,16029.95151,169.88124,3413975.061,396.924549,397.176774,81.461064,82.21035011,4.695392,5.263449,246.294665,1.599009,-54.805003,4.6935,30.60868811,299.8683044,0.009654,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",323.155247,15270.08768,165.961211,3352155.729,391.902467,392.162732,80.311794,80.96315242,4.555304,2.780916,235.417801,1.703564,-54.785003,4.688,28.4914294,279.1258677,-0.010035,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",323.855661,15370.41592,165.230081,3365426.382,395.277214,393.623901,79.800185,80.4088143,4.567153,3.621644,239.397536,1.657914,-54.766003,4.683,26.48617631,259.4807315,-0.015161,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",329.160468,13806.55658,157.102022,3466740.419,394.994404,395.072525,74.757702,74.97349876,3.982576,2.270746,242.728278,1.733494,-54.747003,4.6775,24.46727624,239.7018982,-0.035208,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",325.424874,15019.89718,164.823779,3395248.022,393.408474,393.770128,79.25359,79.81715535,4.4238,8.505493,255.543639,1.516855,-54.727503,4.672,22.39920431,219.4413361,-0.006087,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",324.633622,15177.7219,168.783536,3380195.351,392.00202,392.07676,81.338097,82.0767767,4.490191,6.694169,251.579483,1.562397,-54.708503,4.6675,20.40767125,199.930613,-0.026932,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",323.61051,15280.86968,168.612856,3360778.732,391.824107,391.580727,81.490232,82.24203849,4.546824,9.241875,254.992347,1.50715,-54.689503,4.6615,18.37505049,180.0173603,0.004284,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",326.285963,15095.94602,166.22617,3411665.166,394.167377,394.397738,79.735372,80.33862612,4.424803,3.373572,242.433273,1.673328,-54.670003,4.656,16.30698348,159.7568465,-0.004699,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",328.071734,15944.70385,162.575214,3445831.281,401.660809,401.628628,77.596505,78.02714974,4.627245,14.065169,261.972832,1.423957,-54.650003,4.651,14.20339169,139.1483022,-0.000464,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",327.28308,15406.84634,162.494906,3430722.573,398.061948,398.393831,77.728767,78.16981712,4.490846,10.26993,258.127922,1.479375,-54.631503,4.6455,12.23363812,119.8509491,-0.021739,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",322.247346,15590.99264,159.003308,3334990.755,395.381632,395.788234,77.142493,77.53768792,4.674973,14.061831,256.524256,1.420271,-54.612003,4.64,10.16556865,99.59041119,-0.038249,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",312.825516,15990.44644,149.021012,3159319.503,392.365336,393.302992,74.282338,74.46373834,5.061358,14.909076,243.778414,1.393476,-54.592503,4.6345,8.097512821,79.33000693,-0.031812,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",310.292322,12882.76392,116.562312,3112853.694,393.598514,393.184234,58.534731,57.8284454,4.13857,7.978412,232.461579,1.454207,-54.573003,4.6295,6.04307749,59.20304046,-0.08579,"Macaca mulatta","Macaca"
"MacacaF","BuccalWall",317.05549,11107.60764,112.562055,3237632.662,396.614371,391.065384,55.425939,54.60116199,3.430781,0.002012,117.984285,2.767344,-54.516003,4.6135,0,0,-0.068823,"Macaca mulatta","Macaca"
"MacacaF","LingualBase",312.873298,14034.02183,107.220055,3160199.075,392.44996,411.04072,53.438423,52.54751072,4.440866,8.68e-05,0.000158,3.140354,-49.908002,3.595,0,0,0.074106,"Macaca mulatta","Macaca"
"MacacaF","LingualBase",322.148325,13396.2401,121.998223,3333121.153,392.519416,404.503459,59.2056,58.52730523,4.019128,0.002421,105.435502,2.723582,-49.888502,3.5915,8.253889362,19.81161276,0.104121,"Macaca mulatta","Macaca"
"MacacaF","LingualBase",332.805291,16700.01814,206.6713,3537174.703,393.826218,393.408837,97.361385,99.74589783,4.721287,1.327763,241.551599,1.879311,-49.829002,3.5815,33.38998511,80.14518077,-0.003946,"Macaca mulatta","Macaca"
"MacacaF","LingualBase",338.596171,15904.34731,197.282544,3650459.012,398.534995,399.058998,91.48497,93.20357031,4.356808,3.676706,261.904341,1.70131,-49.809502,3.578,41.64364404,99.95624043,-0.046265,"Macaca mulatta","Macaca"
"MacacaF","LingualBase",336.910757,15997.12943,192.122058,3617313.521,398.796779,399.359844,89.499165,91.00917771,4.422378,2.708162,254.118615,1.744316,-49.790002,3.5745,49.89737921,119.7674831,0.002807,"Macaca mulatta","Macaca"
"MacacaF","LingualBase",326.398862,15127.85246,174.174664,3413820.432,391.063846,391.539733,83.521728,84.45335257,4.431356,1.135609,229.428482,1.866469,-49.770002,3.571,58.35637604,140.0714104,-0.029666,"Macaca mulatta","Macaca"
"MacacaF","LingualBase",329.290725,14687.87404,168.370417,3469246.008,394.688168,394.717335,80.09088,80.72372264,4.233737,1.557225,236.968428,1.808311,-49.750502,3.5685,66.5397666,159.7138065,-0.040633,"Macaca mulatta","Macaca"
"MacacaF","LingualBase",322.342833,18394.72459,201.898451,3336794.088,390.579957,390.674429,97.927149,100.3796433,5.512694,2.015991,227.590209,1.789994,-49.691002,3.558,91.71102671,220.1317787,-0.087602,"Macaca mulatta","Macaca"
"MacacaF","LingualBase",328.626789,16248.61032,187.48725,3456483.631,392.919551,393.62565,89.348922,90.84348872,4.700908,2.687245,243.123431,1.736594,-49.671502,3.554,100,240.0276026,-0.106713,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",318.625454,14033.16354,141.627469,3266929.021,392.348614,392.939235,69.424454,69.28013915,4.295521,7.842249,244.518281,1.497915,-58.378003,2.892,0,0,0.071617,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",318.600143,15839.35715,162.056567,3266455.715,394.638492,391.904904,79.444361,80.02358559,4.849096,5.191358,236.497978,1.590009,-58.374003,2.912,1.436319217,20.39607805,0.042072,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",320.585353,16099.63457,177.303714,3303676.646,388.495629,388.687287,86.427887,87.63148352,4.873248,6.886696,246.582426,1.564987,-58.371503,2.9315,2.819053545,40.0312378,0.018205,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",320.576725,16859.64794,178.787147,3303514.459,390.644334,391.301809,87.153135,88.4273221,5.103549,9.858768,249.591912,1.502754,-58.368503,2.9515,4.243141613,60.2536306,-0.019272,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",334.350794,16179.6466,182.473626,3567243.163,400.269163,400.852103,85.598977,86.72322554,4.535616,3.112335,249.677664,1.704941,-58.365503,2.9715,5.66727766,80.4767047,0.022393,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",328.238101,15560.98405,183.287692,3449022.482,391.020602,391.912524,87.442007,88.74461439,4.511708,8.717192,261.42182,1.537007,-58.359003,3.0105,8.45151478,120.0135409,0.023022,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",326.100734,15444.21905,180.53062,3408130.503,390.72472,390.262504,86.641825,87.86613151,4.531581,8.50421,258.693247,1.53794,-58.356503,3.031,9.90496911,140.6529417,0.029471,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",338.877305,15728.22787,187.99587,3656001.764,402.009027,401.624273,87.112392,88.38258458,4.30203,7.467512,270.353697,1.569047,-58.353503,3.05,11.25954482,159.8882422,-0.257539,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",327.701826,15569.54167,189.041108,3438740.818,388.861209,389.472286,90.321545,91.91693902,4.527687,3.413429,249.121039,1.704106,-58.350503,3.07,12.68371287,180.1117709,-0.116644,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",324.612946,16114.45243,183.366752,3379802.444,389.790495,390.523691,88.370999,89.76617834,4.767868,6.958351,252.371938,1.572032,-58.347503,3.09,14.10788405,200.3353439,-0.265571,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",328.672738,15575.33097,182.792929,3457366.166,391.883596,392.578373,87.100677,88.36972165,4.50497,1.687539,238.202664,1.811762,-58.344503,3.1095,15.49725627,220.0647632,-0.072491,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",327.491927,15402.7336,184.086559,3434720.529,389.070018,390.245288,88.005782,89.36435441,4.484421,3.804794,249.716003,1.679543,-58.341503,3.1295,16.92142972,240.2883684,-0.079161,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",331.157006,13853.53712,174.449802,3505239.394,390.397326,390.716562,82.555586,83.40063947,3.952237,2.424704,251.53545,1.752629,-58.338503,3.149,18.31080194,260.0177879,-0.025622,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",335.289928,15175.45391,177.593809,3585573.287,398.449252,399.377693,83.096618,83.98991497,4.232365,2.409136,250.053643,1.747495,-58.335003,3.169,19.7403474,280.3176769,-0.033239,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",329.669832,15876.42481,186.168068,3476543.3,393.843632,393.62988,88.463924,89.86846179,4.566727,5.082029,254.571484,1.630608,-58.331503,3.1885,21.1351452,300.124141,-0.018353,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",332.500854,14809.78648,189.211648,3531265.946,390.487055,391.20411,89.21081,90.69121941,4.193903,2.107073,250.955968,1.791827,-58.329003,3.2085,22.55388512,320.2705887,-0.032311,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",328.196389,15245.7979,189.662881,3448222.24,388.474286,388.484139,90.493951,92.10742384,4.42135,1.868263,243.083792,1.808829,-58.326003,3.228,23.94325677,340,-0.021554,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",331.249242,15452.64445,193.208956,3507022.832,390.775471,391.233435,91.409806,93.12036074,4.4062,2.091909,247.777037,1.793678,-58.323003,3.248,25.36742574,360.2235417,-0.048739,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",329.201792,15713.65881,188.064577,3467535.212,395.319399,391.867735,89.481115,90.98926956,4.531651,4.789288,254.460311,1.644523,-58.320003,3.268,26.79159627,380.4471054,-0.055941,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",327.144893,15769.52546,185.39755,3428078.481,390.10383,390.938315,88.718347,90.14859961,4.600106,3.150355,245.449234,1.710471,-58.317003,3.2875,28.1809684,400.1765235,-0.047041,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",326.301609,15713.19767,184.560793,3411963.821,389.451107,390.155356,88.52625,89.93707469,4.605324,3.324675,245.369687,1.700593,-58.311003,3.327,30.99451253,440.1295264,-0.055148,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",325.387172,15845.77704,185.418368,3394530.054,388.607549,389.481861,89.165686,90.64147855,4.668033,4.466467,248.351308,1.65143,-58.308003,3.347,32.41868554,460.3531253,-0.079589,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",328.87426,15752.19207,188.172213,3461237.986,390.885125,391.65794,89.613737,91.13556014,4.551028,12.556387,267.739426,1.480303,-58.305003,3.3665,33.80805778,480.082545,-0.025257,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",323.824409,16244.72475,184.650647,3364833.738,390.368061,389.806001,89.187473,90.66549415,4.827794,6.837079,251.150556,1.57607,-58.302003,3.3865,35.23223165,500.3061563,-0.044377,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",328.660858,15967.91847,193.512243,3457137.981,389.358351,390.548099,92.211464,94.00843983,4.618826,5.943924,257.356327,1.614126,-58.298503,3.406,36.62696935,520.1117668,-0.055511,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",328.406795,15622.01673,193.503148,3452259.76,389.036708,388.956263,92.272254,94.07583826,4.525157,1.350234,238.332264,1.865714,-58.295003,3.426,38.05653059,540.41188,-0.069912,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",328.840179,16285.28391,193.067517,3460583.045,391.607711,392.10283,91.953741,93.72278629,4.705936,3.49182,248.621738,1.701017,-58.292503,3.4455,39.44051058,560.0647284,-0.051737,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",326.919196,16472.47183,189.651407,3423762.017,390.951488,392.061628,90.811137,92.45803308,4.81122,3.323224,244.156233,1.702869,-58.290003,3.4655,40.85932581,580.2122456,-0.053758,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",329.433117,15810.47309,190.583148,3471986.007,390.113724,391.651917,90.621311,92.248179,4.553726,3.284593,249.703602,1.711078,-58.286503,3.485,42.25405308,600.0177081,-0.069266,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",328.929326,15489.83823,193.179968,3462296.325,389.523684,389.066921,91.984531,93.75690579,4.473863,1.568773,241.415214,1.841423,-58.280503,3.5245,45.06759662,639.9707025,-0.043795,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",332.335818,16234.53918,187.352748,3528064.751,397.92344,397.325013,88.374429,89.76995346,4.601542,3.385011,250.186296,1.698037,-58.277503,3.5445,46.4917688,660.1942896,-0.06791,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",323.099772,16301.8673,187.390736,3351105.718,387.373663,388.345262,90.696156,92.3309117,4.864623,3.656934,241.785148,1.684715,-58.274503,3.564,47.88114101,679.923709,-0.010989,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",324.182492,16393.58613,188.079335,3371627.293,390.294665,389.55485,90.751984,92.3926309,4.862218,3.825903,243.333306,1.677562,-58.271503,3.584,49.30531388,700.1473059,-0.05309,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",328.387635,16413.94338,195.963202,3451892.006,391.310745,391.207886,93.450312,95.38349831,4.755057,4.629002,252.422422,1.656935,-58.268003,3.6035,50.70005393,719.9529499,-0.059866,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",334.095699,9179.989239,213.02792,3562271.869,364.724932,366.415369,100.001802,102.7094468,2.577004,0.028161,251.17518,2.674227,-58.266003,3.6235,52.11351896,740.0244928,2.003432,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",335.17535,16159.58331,192.698778,3583334.56,397.442775,398.06982,90.192434,91.7743299,4.50965,1.665295,245.037714,1.824868,-58.262503,3.6435,53.54303359,760.3239441,-0.04023,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",322.579232,16991.63113,191.503274,3341260.629,387.842942,389.124952,92.823054,94.68686966,5.085395,6.178559,247.302721,1.5984,-58.259003,3.663,54.93776578,780.1294764,-0.067029,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",323.351141,16641.53252,190.781242,3355864.818,390.718787,388.772402,92.271647,94.07516524,4.95894,1.962568,232.567788,1.790755,-58.255503,3.683,56.3673148,800.429416,-0.06882,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",325.479004,16411.54765,190.369575,3396278.938,389.261341,390.135664,91.523094,93.24577964,4.832214,5.431789,250.303564,1.622015,-58.253003,3.7025,57.75130893,820.0824654,-0.034026,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",328.669979,15557.83634,188.596665,3457313.173,390.586871,390.539457,89.866841,91.41485202,4.499979,2.838364,247.455625,1.734504,-58.250003,3.7225,59.17548061,840.3060454,-0.070593,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",321.843273,16866.11648,184.286804,3327364.654,389.684937,390.484039,89.511507,91.02279065,5.068911,9.985104,252.446881,1.508256,-58.247003,3.742,60.5648528,860.0354644,-0.021516,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",322.389905,15274.12333,169.004641,3337683.244,392.978721,390.172614,81.961689,82.75447458,4.576265,5.557231,246.168387,1.593373,-58.243503,3.762,61.99439488,880.3353054,-0.048148,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",331.352178,15606.32055,164.764287,3509013.682,401.852755,402.391483,77.930126,78.38708535,4.447495,5.437725,251.964901,1.588134,-58.241003,3.782,63.41319783,900.4826484,0.032266,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",326.070371,16862.3981,192.940787,3407551.262,390.780055,391.617934,92.605691,94.44566117,4.948538,2.887332,240.561461,1.728399,-58.235003,3.821,66.1919423,939.9414875,-0.02804,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",334.26998,16773.97663,195.946159,3565667.899,398.548409,398.473752,91.939288,93.70677109,4.704301,2.557431,248.348747,1.753694,-58.232003,3.841,67.61611555,960.16509,-0.007053,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",326.668431,16276.62741,193.556798,3418969.162,389.728429,389.737622,92.746102,94.60146438,4.760683,2.24692,240.434929,1.775463,-58.228503,3.8605,69.0108506,979.9706628,-0.055573,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",329.302096,15825.19527,197.011473,3469464.78,388.914581,389.546793,93.711978,95.67434821,4.561279,4.525743,255.69639,1.666334,-58.226003,3.8805,70.42966146,1000.118118,-0.060053,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",324.957992,16638.79928,191.960151,3386362.295,389.111822,389.966794,92.422817,94.2428023,4.913473,5.928852,250.57842,1.60811,-58.223503,3.9005,71.8484951,1020.265897,-0.042811,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",337.506572,17360.56137,202.373696,3629014.499,401.254379,401.845077,94.122736,96.1312102,4.783823,6.67066,264.744803,1.598191,-58.219003,3.92,73.25393871,1040.223534,-0.034115,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",324.069008,16606.71807,193.351465,3369473.564,388.018675,388.48558,93.325703,95.24504232,4.928579,3.417526,242.239489,1.702738,-58.216503,3.9405,74.7075369,1060.864977,-0.01949,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",329.35466,16196.52353,195.240404,3470476.163,390.65791,391.572277,92.856005,94.72344419,4.666946,4.963391,255.058625,1.645599,-58.213503,3.9595,76.06210901,1080.100227,-0.048437,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",326.829953,16485.07416,193.759821,3422055.959,389.857693,390.639909,92.801501,94.66294778,4.817301,2.504498,241.232726,1.75608,-58.210503,3.9795,77.48628133,1100.323816,0.011623,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",323.705629,16517.33432,189.886883,3362581.661,389.103576,388.944473,91.747317,93.49409191,4.912099,3.007388,239.370188,1.719539,-58.207503,3.9995,78.91045405,1120.547411,-0.075251,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",328.377589,16286.02774,194.089305,3451699.18,392.708695,391.310066,92.559279,94.3941705,4.718264,2.01279,240.732609,1.794512,-58.204503,4.0195,80.33462715,1140.771011,-0.056957,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",332.777467,15361.91575,197.643857,3536634.477,391.274933,391.071395,93.115732,95.01181271,4.343654,0.196964,220.673678,2.192309,-58.201503,4.0385,81.68919851,1160.00625,-0.040655,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",322.158077,17044.83605,186.224563,3333305.254,392.513876,390.804376,90.372074,91.97276014,5.113494,3.770729,237.692187,1.672838,-58.198503,4.059,83.14817286,1180.724036,-0.037204,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",328.766054,16884.03791,185.063827,3459158.788,397.191898,397.191249,88.159906,89.53389296,4.880966,5.495686,250.353722,1.609468,-58.195503,4.0785,84.5375451,1200.453456,-0.208965,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",329.918095,17195.5741,182.967736,3481325.942,402.346362,400.404186,86.883439,88.13124855,4.939375,6.39473,251.974449,1.579351,-58.192503,4.0985,85.9617189,1220.677066,-0.037348,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",336.326222,16284.01554,194.591414,3605851.469,400.199937,399.088558,90.793464,92.43849226,4.515997,1.34468,243.255032,1.862186,-58.189503,4.1175,87.31628957,1239.912295,-0.013681,"Macaca mulatta","Macaca"
"MacacaF","LingualCusp",321.310341,17511.97944,189.002311,3317319.204,390.078992,390.801473,91.940807,93.70845425,5.278955,3.498217,234.554841,1.68633,-58.162003,4.2955,100,1420.024031,-0.087352,"Macaca mulatta","Macaca"
"MacacaF","LingualWall",337.137524,14248.33214,196.15068,3621764.799,392.154978,391.617321,91.31971,93.02063647,3.934085,0.133519,226.857301,2.268181,-50.047002,4.5885,0,0,0.079778,"Macaca mulatta","Macaca"
"MacacaF","LingualWall",321.170814,15695.25738,168.470585,3314691.574,390.230833,391.043208,81.985557,82.78042926,4.735058,3.16864,234.243971,1.68306,-50.007502,4.596,7.179349796,40.20572099,-0.00664,"Macaca mulatta","Macaca"
"MacacaF","LingualWall",325.560365,15939.13107,185.738425,3397828.739,389.155086,389.921567,89.27623,90.76334039,4.690975,2.89123,241.972353,1.72405,-49.988002,4.6,10.73362121,60.11031525,-0.040832,"Macaca mulatta","Macaca"
"MacacaF","LingualWall",327.597783,16283.43114,192.619551,3436747.766,390.888601,391.000347,92.057964,93.83828757,4.738035,3.739164,248.226752,1.688894,-49.968502,4.604,14.28802011,80.01562347,-0.048187,"Macaca mulatta","Macaca"
"MacacaF","LingualWall",328.824776,15597.7598,185.120824,3460287.069,392.176403,392.017666,88.172679,89.54794565,4.507649,3.406016,248.926167,1.698271,-49.949002,4.608,17.84247031,99.92121897,-0.03112,"Macaca mulatta","Macaca"
