"Sample","Traverse","hc.nm.","Pmax.µN.","S.µN.nm.","A.nm.2.","hmax.nm.","heff.nm.","Er.GPa.","E.GPa.","H.GPa.","A","hf.nm.","m","X.mm.","Y.mm.","PERCENTDIST","ABSDIST","Drift.nm.s.","Species","Macaca"
"18495M","BuccalCusp",341.440298,11198.45954,155.342984,3651279.668,396.937031,395.506754,72.028426,72.05287635,3.066996,2.420847,269.675699,1.745505,-100.208505,38.985502,61.37278735,110.4049365,-0.098855,"Callithrix jacchus","Other"
"18495M","BuccalCusp",341.498845,13274.49642,163.790582,3652452.861,402.143687,402.283001,75.933155,76.23594878,3.634406,1.429867,254.141926,1.827874,-100.203505,38.993502,66.61675549,119.8384329,-0.111306,"Callithrix jacchus","Other"
"18495M","BuccalCusp",326.974078,14867.39374,171.549061,3366838.945,391.450866,391.97324,82.834642,83.70450388,4.415832,3.343486,245.910337,1.685363,-100.198005,39.002002,72.24460063,129.9624946,-0.095819,"Callithrix jacchus","Other"
"18495M","BuccalCusp",334.828922,15461.66793,174.947564,3519938.512,401.181428,401.113075,82.618097,83.46869392,4.392596,5.667775,259.874639,1.598102,-100.187005,39.019502,83.73453322,150.6320019,-0.104831,"Callithrix jacchus","Other"
"18495M","BuccalCusp",325.298433,14508.90756,171.629214,3334593.096,389.168468,388.700697,83.273078,84.18223949,4.351028,3.178661,245.261185,1.696779,-100.176005,39.036002,94.75609125,170.4589393,-0.119964,"Callithrix jacchus","Other"
"18495M","BuccalCusp",335.349731,14640.19761,167.013064,3530202.73,401.49343,401.093979,78.756326,79.27942065,4.147127,1.784037,244.720143,1.783888,-100.171005,39.044002,100,179.8923289,-0.183806,"Callithrix jacchus","Other"
"18495M","BuccalWall",324.16394,12471.09287,138.679644,3312843.858,391.459114,391.609453,67.506728,67.24668047,3.764467,4.168676,246.925156,1.608902,-100.265005,38.744502,0,0,0.004107,"Callithrix jacchus","Other"
"18495M","BuccalWall",341.483318,12740.10657,156.863684,3652141.702,402.681096,402.396588,72.724949,72.79682091,3.488393,2.456102,261.908495,1.729772,-100.255005,38.744502,5.865102639,10,-0.050323,"Callithrix jacchus","Other"
"18495M","BuccalWall",332.229147,13022.13528,157.269535,3468911.793,394.442828,394.330186,74.813987,75.03388638,3.753954,2.889224,253.520581,1.700571,-100.245005,38.744502,11.73020528,20,-0.044211,"Callithrix jacchus","Other"
"18495M","BuccalWall",334.566187,13363.00148,163.289808,3514765.795,395.577149,395.943264,77.169505,77.56679743,3.801961,7.516133,269.425333,1.545992,-100.234505,38.744502,17.88856305,30.5,-0.035432,"Callithrix jacchus","Other"
"18495M","BuccalWall",342.178859,13416.04994,173.793279,3666092.379,400.030012,400.075445,80.420377,81.08087261,3.659496,1.717034,260.055277,1.81384,-100.225005,38.744502,23.46041056,40,-0.071344,"Callithrix jacchus","Other"
"18495M","BuccalWall",339.320294,14029.16741,174.97579,3608917.31,398.971144,399.453616,81.60642,82.36828344,3.887362,4.393966,267.046199,1.651423,-100.214505,38.744502,29.61876833,50.5,-0.067898,"Callithrix jacchus","Other"
"18495M","BuccalWall",330.489824,14128.55409,167.029355,3434969.114,393.814372,393.930263,79.8484,80.46103348,4.113153,4.746458,256.501599,1.624697,-100.204505,38.744502,35.48387097,60.5,-0.069697,"Callithrix jacchus","Other"
"18495M","BuccalWall",334.421281,13370.5949,153.050527,3511914.426,409.798926,399.941775,72.359856,72.40675088,3.80721,23.738189,283.611247,1.331612,-100.195005,38.744502,41.05571848,70,-0.067825,"Callithrix jacchus","Other"
"18495M","BuccalWall",328.258819,14408.52564,165.600216,3391661.031,393.081554,393.514737,79.669026,80.26678664,4.248221,9.228709,262.320647,1.507841,-100.185005,38.744502,46.92082111,80,-0.068322,"Callithrix jacchus","Other"
"18495M","BuccalWall",332.25063,14484.51434,173.328815,3469332.008,395.21479,394.925643,82.448482,83.28405612,4.175015,6.362226,262.674304,1.582584,-100.165005,38.744502,58.65102639,100,-0.072212,"Callithrix jacchus","Other"
"18495M","BuccalWall",339.895902,13503.42471,165.260484,3620396.221,401.250154,401.178359,76.953043,77.3335683,3.72982,1.616544,253.464087,1.807788,-100.154505,38.744502,64.80938416,110.5,-0.105064,"Callithrix jacchus","Other"
"18495M","BuccalWall",326.549884,14619.80701,167.595039,3358662.043,391.996033,391.974584,81.023842,81.73555598,4.352866,3.507207,246.056946,1.672736,-100.145005,38.744502,70.38123167,120,-0.102578,"Callithrix jacchus","Other"
"18495M","BuccalWall",340.571755,14437.15528,174.90548,3633896.129,402.453819,402.478714,81.292783,82.02756195,3.972914,3.17371,261.906954,1.70302,-100.135005,38.744502,76.24633431,130,-0.058403,"Callithrix jacchus","Other"
"18495M","BuccalWall",324.618217,15164.77226,169.048781,3321544.724,392.668672,391.898082,82.182022,82.99411459,4.565578,4.780722,246.63046,1.619366,-100.125005,38.744502,82.11143695,140,-0.143889,"Callithrix jacchus","Other"
"18495M","BuccalWall",322.650218,15376.11978,163.68459,3283928.568,393.291378,393.103336,80.028702,80.65635112,4.682233,6.935675,247.759077,1.547244,-100.115005,38.744502,87.97653959,150,-0.094387,"Callithrix jacchus","Other"
"18495M","BuccalWall",331.37659,14965.63788,163.416967,3452254.638,400.306821,400.061186,77.925673,78.38227964,4.335033,5.183535,253.710156,1.598077,-100.105005,38.744502,93.84164223,160,-0.126966,"Callithrix jacchus","Other"
"18495M","BuccalWall",339.274711,14007.83345,170.892392,3608009.011,401.888433,400.751263,79.712008,80.31332655,3.882428,2.857212,259.960356,1.717617,-100.094505,38.744502,100,170.5,-0.020935,"Callithrix jacchus","Other"
"18495M","LingualBase",325.029857,13896.18625,154.625805,3329438.199,396.22794,392.432187,75.081221,75.32068563,4.173733,4.066407,245.825951,1.631319,-101.711005,38.530002,89.49106367,89.74686624,-0.086282,"Callithrix jacchus","Other"
"18495M","LingualBase",327.464718,13007.78206,156.589396,3376308.351,390.716904,389.766744,75.505072,75.77586192,3.852664,4.122154,253.570107,1.639553,-101.702005,38.535002,79.22478562,79.45124291,-0.044527,"Callithrix jacchus","Other"
"18495M","LingualBase",332.529507,12100.84051,149.470926,3474789.151,393.45667,393.247872,71.043987,71.00305681,3.482468,0.335885,227.11357,2.052109,-101.693505,38.540002,69.39510235,69.59346234,-0.081275,"Callithrix jacchus","Other"
"18495M","LingualBase",331.524506,13647.77186,167.341197,3455141.897,396.776973,392.691924,79.763601,80.36919521,3.949989,6.009642,263.120358,1.588733,-101.676005,38.548502,50.02919926,50.17220346,-0.0891,"Callithrix jacchus","Other"
"18495M","LingualBase",333.298554,13312.03164,153.547653,3489859.008,398.336455,398.320868,72.823923,72.9026117,3.81449,5.390325,260.777256,1.586497,-101.667505,38.554002,39.95137366,40.06557126,-0.056157,"Callithrix jacchus","Other"
"18495M","LingualBase",341.590237,11881.56505,148.463496,3654284.595,401.699183,401.612896,68.81028,68.62811278,3.251407,4.635835,272.402084,1.614525,-101.658505,38.558502,29.93110652,30.01666204,-0.044113,"Callithrix jacchus","Other"
"18495M","LingualBase",336.783311,12880.56885,155.991554,3558528.605,399.423408,398.712476,73.265696,73.3750495,3.619633,4.792012,265.437982,1.614035,-101.650005,38.563502,20.09819539,20.15564437,-0.089424,"Callithrix jacchus","Other"
"18495M","LingualBase",328.577701,12491.35785,145.197613,3397835.331,393.610245,393.100239,69.789991,69.66855775,3.676269,4.253422,253.920973,1.617798,-101.640505,38.568502,9.407091762,9.433981132,-0.075244,"Callithrix jacchus","Other"
"18495M","LingualBase",329.702061,7271.755309,89.526155,3419647.627,391.808107,390.620755,42.893757,41.77568026,2.126463,1.274695,248.823825,1.745732,-101.632505,38.573502,0,0,-0.081281,"Callithrix jacchus","Other"
"18495M","LingualCusp",422.561877,15001.22851,119.658534,4136701.006,513.760702,516.587109,52.125645,51.19513982,3.626375,5.083778,325.830734,1.521584,-101.590505,39.273002,0,0,-0.159498,"Callithrix jacchus","Other"
"18495M","LingualCusp",357.924661,15002.26588,134.629216,3088057.508,440.057166,441.500127,67.878378,67.64019434,4.858156,5.975171,271.621132,1.524481,-101.590505,39.283002,25,10,-0.083435,"Callithrix jacchus","Other"
"18495M","LingualCusp",360.939197,14995.99222,148.906327,3133398.264,436.123288,436.469864,74.531555,74.73093183,4.785856,4.267664,274.792972,1.60541,-101.590505,39.293502,51.25,20.5,-0.115199,"Callithrix jacchus","Other"
"18495M","LingualCusp",359.166819,14997.9233,139.633565,3106698.816,438.801615,439.723685,70.189973,70.09387978,4.827608,1.685931,252.965783,1.738752,-101.590505,39.303002,75,30,-0.081872,"Callithrix jacchus","Other"
"18495M","LingualWall",326.783253,14982.23854,163.594834,2639601.173,395.850366,395.469278,89.214461,90.69524414,5.675948,2.330224,236.94893,1.730924,-101.805005,38.934002,85.71428571,120,-0.039808,"Callithrix jacchus","Other"
"18495M","LingualWall",323.184731,15128.90011,163.482681,2590097.968,393.613428,392.590707,90.001238,91.56320904,5.841053,4.05212,241.000227,1.638085,-101.795005,38.934002,78.57142857,110,-0.067833,"Callithrix jacchus","Other"
"18495M","LingualWall",338.453169,13447.78022,165.535173,2803423.747,400.961812,399.381822,87.595287,88.91304493,4.796913,1.023856,246.261717,1.884829,-101.784505,38.934002,71.07142857,99.5,-0.015807,"Callithrix jacchus","Other"
"18495M","LingualWall",330.635768,12689.30428,159.017097,2693126.407,392.523017,390.484541,85.851973,87.00028925,4.711737,0.97107,239.699056,1.889581,-101.774505,38.934002,63.92857143,89.5,-0.065042,"Callithrix jacchus","Other"
"18495M","LingualWall",339.205317,11294.9818,147.733006,2814155.485,397.097,396.546845,78.025816,78.49036445,4.013631,2.365087,264.012171,1.733491,-101.765005,38.934002,57.14285714,80,-0.105244,"Callithrix jacchus","Other"
"18495M","LingualWall",333.265958,12582.233,158.803777,2729983.739,393.11069,392.689449,85.156073,86.23850573,4.608904,2.250311,254.061427,1.749662,-101.755005,38.934002,50,70,-0.124977,"Callithrix jacchus","Other"
"18495M","LingualWall",338.592509,12656.78875,155.262774,2805410.276,400.2161,399.731385,82.130408,82.93796894,4.511564,3.441609,263.537477,1.670712,-101.745005,38.934002,42.85714286,60,-0.112281,"Callithrix jacchus","Other"
"18495M","LingualWall",342.263983,10562.13838,149.207302,2858013.821,396.366358,395.355244,78.197478,78.67568719,3.695622,1.158022,263.195339,1.866973,-101.735005,38.934002,35.71428571,50,-0.113296,"Callithrix jacchus","Other"
"18495M","LingualWall",348.444709,7626.017235,125.701459,2947705.082,395.46216,393.945477,64.868392,64.46090638,2.587103,0.112033,256.761446,2.261237,-101.725005,38.934002,28.57142857,40,-0.091501,"Callithrix jacchus","Other"
"18495M","LingualWall",338.54481,12867.54014,154.428192,2804730.161,401.098359,401.037642,81.698837,82.46871949,4.5878,3.250484,261.307675,1.676952,-101.715005,38.934002,21.42857143,30,-0.102574,"Callithrix jacchus","Other"
"18495M","LingualWall",339.331877,13394.1709,157.128719,2815963.333,403.128669,403.264354,82.961558,83.84275561,4.756515,18.841573,285.817349,1.377786,-101.705005,38.934002,14.28571429,20,-0.083866,"Callithrix jacchus","Other"
"18495M","LingualWall",335.566604,13408.55227,154.208991,2762432.929,401.859624,400.779496,82.205079,83.01919773,4.853892,2.796742,253.223974,1.697006,-101.695005,38.934002,7.142857143,10,-0.110551,"Callithrix jacchus","Other"
"18495M","LingualWall",335.720539,8028.240627,88.678827,2764611.085,404.545927,403.619277,47.253909,46.20470671,2.903931,6.089743,270.623803,1.469049,-101.685005,38.934002,0,0,-0.101737,"Callithrix jacchus","Other"
"28534M","Basin",344.813452,12518.66276,187.042949,3773967.309,396.092213,395.010464,85.305514,86.40201065,3.317109,0.562308,258.691318,2.036762,-53.444503,0.6545,0,0,0.002532,"Callithrix jacchus","Other"
"28534M","Basin",336.574151,11114.72362,144.417628,3610710.961,391.867099,394.295932,67.337761,67.0678629,3.078265,0.004162,181.779491,2.761303,-53.444503,0.664,23.75,9.5,-0.049831,"Callithrix jacchus","Other"
"28534M","Basin",322.135018,14378.32646,154.065908,3332869.945,392.620436,392.129379,74.770828,74.98758095,4.314098,1.067487,219.805933,1.846471,-53.444503,0.674,48.75,19.5,0.06431,"Callithrix jacchus","Other"
"28534M","Basin",314.095603,12966.57378,137.714744,3182738.628,402.697614,384.712082,68.393492,68.18606065,4.07403,2.025468,222.544955,1.722337,-53.444503,0.6845,75,30,-0.060039,"Callithrix jacchus","Other"
"28534M","Basin",317.090098,16255.07593,169.325837,3238277.121,394.51485,389.089193,83.368321,84.28607177,5.019668,0.68197,203.799966,1.93012,-53.444503,0.6945,100,40,-0.370858,"Callithrix jacchus","Other"
"28534M","BuccalBase",328.66577,13813.80139,171.778868,3457232.317,389.589291,388.977909,81.854071,82.63746244,3.995624,0.428527,225.238881,2.036145,-52.240002,0.0425,30.01045405,29.9541316,0.041443,"Callithrix jacchus","Other"
"28534M","BuccalBase",325.893184,14024.87534,139.587476,3404171.97,408.393446,401.248487,67.030975,66.74333471,4.119908,18.073595,265.173257,1.354336,-52.230502,0.04,39.85229945,39.77750621,0.001576,"Callithrix jacchus","Other"
"28534M","BuccalBase",333.096656,13479.31088,159.056312,3542834.109,396.244916,396.655801,74.87043,75.09444988,3.804669,2.575545,250.980634,1.718972,-52.221002,0.037,49.82277248,49.72926704,0.219281,"Callithrix jacchus","Other"
"28534M","BuccalBase",319.303003,14627.78916,166.466737,3279610.945,398.564175,385.207112,81.442507,82.19019051,4.460221,3.074677,236.462398,1.69274,-52.211002,0.0345,60.14829019,60.03540622,-0.039802,"Callithrix jacchus","Other"
"28534M","BuccalBase",317.29558,13636.19924,149.441541,3242104.786,391.313343,385.731366,73.534754,73.66297423,4.205971,17.851826,260.354415,1.374028,-52.182002,0.027,90.15809341,89.9888882,0.026449,"Callithrix jacchus","Other"
"28534M","BuccalWall",331.388903,12580.89463,149.270165,3509724.086,404.285347,394.600939,70.594579,70.52444045,3.584582,0.023299,186.243678,2.472123,-52.229002,0.434,0,0,-0.058163,"Callithrix jacchus","Other"
"28534M","BuccalWall",330.461324,13472.66333,148.359379,3491801.817,400.921351,398.569573,70.343673,70.2574012,3.85837,11.65805,267.265551,1.445904,-52.188502,0.4345,27,40.5030863,0.253984,"Callithrix jacchus","Other"
"28534M","BuccalWall",317.849377,15318.71959,154.862203,3252431.437,396.134463,392.038169,76.080995,76.39492691,4.709929,6.31415,238.819861,1.548937,-52.179002,0.4345,33.33333333,50.00249994,-0.011219,"Callithrix jacchus","Other"
"28534M","BuccalWall",331.661179,14917.71698,169.479196,3514993.135,398.899983,397.676879,80.091971,80.72490484,4.244024,1.023104,232.444924,1.877189,-52.169502,0.4345,39.66666667,59.5021008,-0.04205,"Callithrix jacchus","Other"
"28534M","BuccalWall",316.912,14799.97864,150.188643,3234961.265,392.495279,390.818946,73.983927,74.14396573,4.57501,3.771657,230.259612,1.629339,-52.128502,0.4345,67,100.5012438,-0.068294,"Callithrix jacchus","Other"
"28534M","BuccalWall",336.05435,9697.02854,127.302808,3600526.232,395.631228,393.184051,59.441508,58.77326105,2.693225,1.889617,260.12561,1.746794,-52.119002,0.4345,73.33333333,110.0011364,-0.073194,"Callithrix jacchus","Other"
"28534M","BuccalWall",317.755071,15142.73914,157.404223,3250671.804,389.698266,389.907228,77.350771,77.76217692,4.658341,1.268451,215.026461,1.817833,-52.099002,0.4345,86.66666667,130.0009615,-0.052694,"Callithrix jacchus","Other"
"28534M","BuccalWall",315.351948,16562.30588,166.213686,3205984.652,390.377419,390.085441,82.247156,83.06497506,5.166059,1.546462,211.723656,1.789978,-52.089002,0.4345,93.33333333,140.0008929,-0.053329,"Callithrix jacchus","Other"
"28534M","BuccalWall",308.991958,16323.19308,143.43798,3089127.563,393.090926,394.341701,72.30712,72.35042898,5.284079,2.734396,205.544681,1.65903,-52.079002,0.4345,100,150.0008333,-0.076245,"Callithrix jacchus","Other"
"28534M","LingualBase",312.596652,13193.91474,138.522411,3155108.156,392.397383,384.032285,69.095179,68.93047806,4.181763,2.658182,224.27659,1.677269,-53.842003,0.082,100,40.45985665,-1.137353,"Callithrix jacchus","Other"
"28534M","LingualBase",335.304183,13366.13422,160.528004,3585851.866,402.530077,397.751858,75.108564,75.35003859,3.727464,0.401117,228.726985,2.029998,-53.834003,0.0885,74.52763075,30.15377257,-0.044655,"Callithrix jacchus","Other"
"28534M","LingualBase",305.610391,17223.07384,148.014884,3027829.132,399.31578,392.880704,75.365839,75.62629899,5.688258,4.945798,210.583462,1.56666,-53.826003,0.0955,48.25925203,19.52562419,-0.832639,"Callithrix jacchus","Other"
"28534M","LingualBase",321.072631,14372.53516,145.352629,3312843.14,396.918076,395.232978,70.755024,70.69526735,4.338429,17.311197,259.82078,1.369454,-53.818503,0.101,25.35634852,10.25914226,0.03956,"Callithrix jacchus","Other"
"28534M","LingualBase",335.689942,12425.98107,165.118922,3593394.333,391.867964,392.130995,77.175461,77.57321611,3.458007,3.526046,265.230017,1.686286,-53.811003,0.108,0,0,-0.403173,"Callithrix jacchus","Other"
"28534M","LingualCusp",316.454126,14110.84854,123.924155,3226443.893,401.076137,401.854235,61.126388,60.53301204,4.373499,3.432791,219.790793,1.598916,-53.975003,0.903,90.81566057,100.0962037,-0.114942,"Callithrix jacchus","Other"
"28534M","LingualCusp",318.007867,13226.50185,133.23258,3255389.646,392.194341,392.463202,65.425007,65.0474951,4.062955,7.615434,244.300607,1.492465,-53.965003,0.9,81.35381359,89.66744114,-0.172276,"Callithrix jacchus","Other"
"28534M","LingualCusp",321.583742,13002.47742,139.561569,3322470.854,393.205062,391.458695,67.837539,67.59693956,3.913496,7.187468,250.286205,1.515269,-53.955503,0.897,72.32138672,79.71198153,-0.055575,"Callithrix jacchus","Other"
"28534M","LingualCusp",326.471071,14355.29174,168.434119,3415199.245,401.99757,390.39202,80.752667,81.44127361,4.203354,0.062117,191.511213,2.333517,-53.947003,0.8935,63.99084679,70.5301354,-0.139598,"Callithrix jacchus","Other"
"28534M","LingualCusp",310.230901,16562.91295,153.88967,3111731.09,390.893225,390.952269,77.293552,77.70049566,5.322733,6.997579,226.98078,1.523495,-53.918503,0.8835,36.58784195,40.3267901,-0.140447,"Callithrix jacchus","Other"
"28534M","LingualCusp",319.748124,14609.63154,146.867979,3287955.05,393.983875,394.354064,71.76274,71.76935562,4.443379,6.999164,242.89895,1.522551,-53.909003,0.88,27.40312398,30.20347662,-0.11004,"Callithrix jacchus","Other"
"28534M","LingualCusp",325.030632,13457.52058,149.219083,3387744.067,400.166323,392.670375,71.829674,71.8407695,3.972414,3.014511,241.619921,1.674871,-53.899503,0.8765,18.21924297,20.08108563,-0.179725,"Callithrix jacchus","Other"
"28534M","LingualCusp",318.587111,13724.41921,139.665919,3266212.039,398.172855,392.286655,68.470434,68.26764086,4.201938,14.979643,255.935449,1.387572,-53.880503,0.87,0,0,-0.152101,"Callithrix jacchus","Other"
"28534M","LingualWall",302.377046,16354.81844,138.913493,2969759.233,390.425198,390.677423,71.419802,71.40360433,5.507119,10.22765,221.417879,1.437646,-54.015503,0.611,100,120,-0.859496,"Callithrix jacchus","Other"
"28534M","LingualWall",313.248811,16415.94345,157.212032,3167115.564,396.360731,391.563158,78.268796,78.75269814,5.183247,13.179835,242.789609,1.424773,-53.985503,0.611,75,90,0.388561,"Callithrix jacchus","Other"
"28534M","LingualWall",325.195492,15864.10654,159.478714,3390881.038,400.11919,399.801561,76.732841,77.09640631,4.678462,4.586423,240.038036,1.606071,-53.975503,0.611,66.66666667,80,0.403232,"Callithrix jacchus","Other"
"28534M","LingualWall",326.873901,14918.41908,163.453437,3422896.072,395.424854,395.326511,78.276614,78.76114084,4.35842,1.925153,234.449903,1.762642,-53.965503,0.611,58.33333333,70,0.380786,"Callithrix jacchus","Other"
"28534M","LingualWall",317.929447,15631.74833,159.217228,3253925.783,391.846443,391.563509,78.202577,78.68119288,4.803966,9.599117,245.820349,1.484467,-53.955503,0.611,50,60,0.047265,"Callithrix jacchus","Other"
"28534M","LingualWall",323.572795,14957.67362,158.800381,3360063.98,395.027694,394.21655,76.756046,77.12139396,4.451604,7.068984,249.27946,1.538746,-53.945003,0.611,41.25,49.5,0.102364,"Callithrix jacchus","Other"
"28534M","LingualWall",326.574154,14501.06214,162.699092,3417168.063,396.622372,393.420234,77.980639,78.4416022,4.243591,2.019521,236.825145,1.756966,-53.925503,0.611,25,30,-0.045784,"Callithrix jacchus","Other"
"28534M","LingualWall",321.610398,15460.63305,149.746515,3322973.327,398.80028,399.044419,72.782694,72.8585407,4.65265,4.296151,233.565266,1.602776,-53.915003,0.611,16.25,19.5,-0.667925,"Callithrix jacchus","Other"
"28534M","LingualWall",324.065777,14971.03389,164.723764,3369412.263,395.03466,392.230049,79.508582,80.09309471,4.443218,1.557092,228.699116,1.799303,-53.905503,0.611,8.333333333,10,-0.124086,"Callithrix jacchus","Other"
"28534M","LingualWall",325.719336,12616.37333,137.94791,3400857.891,397.225266,394.312474,66.275912,65.94538962,3.709762,3.613217,245.223146,1.630148,-53.895503,0.611,0,0,-0.261726,"Callithrix jacchus","Other"
"4X0315","Basin",348.302361,11744.89319,190.546249,3844128.962,393.062337,394.530875,86.106563,87.27923204,3.055281,0.001387,206.724583,3.046923,-55.832003,5.5325,0,0,0.030156,"Pan troglodytes","Other"
"4X0315","Basin",336.361776,15062.30608,204.690613,3606548.135,391.44279,391.551066,95.496375,97.6616218,4.176377,1.458587,253.525131,1.875716,-55.832003,5.552,3.903903904,19.5,0.077693,"Pan troglodytes","Other"
"4X0315","Basin",336.933038,15489.5612,213.269813,3617750.764,392.01332,391.404746,99.344744,101.970582,4.281545,0.928755,249.008766,1.960596,-55.832003,5.572,7.907907908,39.5,0.007683,"Pan troglodytes","Other"
"4X0315","Basin",330.584143,16870.45853,215.246315,3494172.378,388.527962,389.367235,102.023071,104.9882011,4.82817,4.548962,257.433701,1.68331,-55.832003,5.5925,12.01201201,60,-0.012266,"Pan troglodytes","Other"
"4X0315","Basin",338.64227,15967.34396,222.452659,3651367.618,392.249747,392.476232,103.144161,106.2559107,4.372976,0.449997,242.407017,2.090723,-55.832003,5.612,15.91591592,79.5,-0.03132,"Pan troglodytes","Other"
"4X0315","Basin",340.316789,17209.50232,225.35693,3684444.615,397.415351,397.590939,104.02069,107.2489738,4.670854,2.633813,261.128728,1.786961,-55.832003,5.632,19.91991992,99.5,-0.08247,"Pan troglodytes","Other"
"4X0315","Basin",333.313622,15251.76948,194.857074,3547051.201,391.830371,392.017301,91.667899,93.40612961,4.299845,2.811026,255.184189,1.748184,-55.832003,5.652,23.92392392,119.5,-0.056809,"Pan troglodytes","Other"
"4X0315","Basin",348.09343,13477.63908,195.257686,3839910.098,402.819241,399.862092,88.284089,89.67053191,3.509884,0.669383,261.172611,2.009268,-55.832003,5.672,27.92792793,139.5,-0.068703,"Pan troglodytes","Other"
"4X0315","Basin",329.746102,16045.85331,189.48227,3478012.269,392.715496,393.258061,90.01976,91.5836579,4.613513,2.368608,244.026724,1.762243,-55.832003,5.692,31.93193193,159.5,-0.08636,"Pan troglodytes","Other"
"4X0315","Basin",332.332996,14723.65617,178.480271,3528010.037,393.96357,394.203936,84.189928,85.18254659,4.17336,3.985797,256.593994,1.668109,-55.832003,5.712,35.93593594,179.5,-0.059912,"Pan troglodytes","Other"
"4X0315","Basin",337.191259,12363.05467,174.036381,3622819.948,390.156271,390.469148,81.0124,81.72313596,3.41255,0.268306,238.606266,2.137794,-55.832003,5.732,39.93993994,199.5,-0.089956,"Pan troglodytes","Other"
"4X0315","Basin",340.568999,11530.24537,168.786448,3689438.813,391.763089,391.803468,77.856029,78.30712448,3.125203,0.137354,237.996878,2.25151,-55.832003,5.752,43.94394394,219.5,-0.029148,"Pan troglodytes","Other"
"4X0315","Basin",343.2638,10670.91628,164.160044,3743000.651,393.903514,392.016145,75.178271,75.42487645,2.850899,0.079727,239.403063,2.347781,-55.832003,5.772,47.94794795,239.5,-0.073121,"Pan troglodytes","Other"
"4X0315","Basin",328.382057,14199.59535,164.960176,3451784.933,393.015048,392.941254,78.666907,79.18277725,4.113696,2.124268,241.852436,1.755236,-55.832003,5.792,51.95195195,259.5,-0.083337,"Pan troglodytes","Other"
"4X0315","Basin",336.857273,13936.5594,187.473328,3616264.031,392.180444,392.611441,87.346247,88.63941399,3.853856,0.00558,187.000764,2.765856,-55.832003,5.8125,56.05605606,280,-0.044396,"Pan troglodytes","Other"
"4X0315","Basin",345.438554,11968.42911,190.336804,3786492.954,394.034408,392.598755,86.664059,87.89052327,3.160822,0.892285,268.616111,1.971726,-55.832003,5.832,59.95995996,299.5,-0.059525,"Pan troglodytes","Other"
"4X0315","Basin",337.541112,12823.91809,176.661634,3629693.354,391.889376,391.983824,82.156533,82.96638701,3.533058,3.397531,267.959772,1.708549,-55.832003,5.8525,64.06406406,320,-0.066963,"Pan troglodytes","Other"
"4X0315","Basin",349.794852,8561.044363,157.102412,3874330.079,391.31599,390.664901,70.716274,70.65400529,2.209684,0.655498,280.770249,2.01666,-55.832003,5.872,67.96796797,339.5,-0.03574,"Pan troglodytes","Other"
"4X0315","Basin",331.661514,13843.25853,173.366875,3514999.606,391.576616,391.54864,81.929124,82.71906444,3.938339,0.552121,232.073701,1.997194,-55.832003,5.892,71.97197197,359.5,-0.064004,"Pan troglodytes","Other"
"4X0315","Basin",339.330674,10770.14026,150.932653,3664948.649,392.738049,392.848618,69.852843,69.73537068,2.938688,0.119135,232.469516,2.247551,-55.832003,5.9125,76.07607608,380,-0.051512,"Pan troglodytes","Other"
"4X0315","Basin",341.019931,14869.94077,184.494169,3698376.019,400.822609,401.468755,84.998633,86.06629881,4.020668,1.701009,254.818089,1.819523,-55.832003,5.932,79.97997998,399.5,-0.06549,"Pan troglodytes","Other"
"4X0315","Basin",347.30975,12225.03785,170.710202,3824105.217,401.084071,401.01936,77.344491,77.75540685,3.196836,1.274307,266.969208,1.871874,-55.832003,5.952,83.98398398,419.5,-0.033083,"Pan troglodytes","Other"
"4X0315","Basin",338.356012,13421.48912,183.607839,3645727.288,392.699544,393.180016,85.198894,86.28535192,3.68143,2.132583,262.050061,1.793876,-55.832003,5.9725,88.08808809,440,-0.037226,"Pan troglodytes","Other"
"4X0315","Basin",332.395197,17081.12801,205.02824,3529216.369,394.675726,394.878521,96.696192,99.0016497,4.839921,4.638952,256.182624,1.664795,-55.832003,5.992,91.99199199,459.5,-0.034017,"Pan troglodytes","Other"
"4X0315","Basin",333.089256,15354.99273,190.917371,3542690.324,392.985394,393.409825,89.86978,91.41809589,4.334275,1.587491,245.660246,1.837055,-55.832003,6.012,95.995996,479.5,-0.053793,"Pan troglodytes","Other"
"4X0315","Basin",331.834541,15835.21041,194.203189,3518349.955,392.087941,392.989087,91.73217,93.47731427,4.500749,6.629734,262.738817,1.597391,-55.832003,6.032,100,499.5,-0.051955,"Pan troglodytes","Other"
"4X0315","BuccalBase",313.645868,12720.08194,105.472486,3174436.638,394.428043,404.096581,52.449419,51.52837724,4.007036,2.35e-05,3.95e-07,3.350692,-51.448503,2.26,0,0,0.089154,"Pan troglodytes","Other"
"4X0315","BuccalBase",334.767406,13687.71753,159.566096,3575369.156,399.001834,399.103054,74.767869,74.98440637,3.828337,1.529026,244.294582,1.804697,-51.414003,2.2415,13.07506532,39.14715826,0.059114,"Pan troglodytes","Other"
"4X0315","BuccalBase",331.871152,14053.29244,175.745133,3519059.039,393.08944,391.844188,83.005116,83.89021167,3.99348,2.639169,252.808554,1.738727,-51.396003,2.2315,19.95200184,59.73692326,-0.02099,"Pan troglodytes","Other"
"4X0315","BuccalBase",337.509948,16174.16631,188.587392,3629080.841,401.381346,401.833573,87.71001,89.03913932,4.456822,4.65767,260.592216,1.646845,-51.378503,2.2215,26.68274659,79.88898547,-0.04731,"Pan troglodytes","Other"
